"Department","Department Name","Division","Gender","Base Salary","2024 Overtime Pay","2024 Longevity Pay","Grade"
"FRS","Fire and Rescue Services","FRS 45 Recruiting","M","$157,431","$1,890.05","$16,639.58","B3"
"FRS","Fire and Rescue Services","FRS 45 Station 25","M","$110,232","$10,568.1","$3,787.99","F4"
"FRS","Fire and Rescue Services","FRS 45 First Battalion - Administration","M","$121,266","$17,448.97","$4,206.65","B1"
"DOT","Department of Transportation","DOT 50 Transit Gaithersburg Ride On","M","$94,253","$19,607.61","$0","T1"
"ABS","Alcohol Beverage Services","ABS 85 Liquor and Wine Delivery Operations","M","$67,893","$1,141.08","$0","10"
"ABS","Alcohol Beverage Services","ABS 85 Liquor and WIne Loading","M","$73,804","$1,095.02","$2,278.08","12"
"DOT","Department of Transportation","DOT 50 Transit Gaithersburg Ride On","F","$108,899","$2,841.94","$0","N21"
"DOT","Department of Transportation","DOT 50 Transit Gaithersburg Ride On","M","$100,905.2","$2,227.23","$0","T2"
"DOT","Department of Transportation","DOT 50 Transportation Construction Section","M","$142,495","$0","$4,241.15","27"
"ABS","Alcohol Beverage Services","ABS 85 Beer Loading","M","$73,804","$6,991.49","$2,278.07","12"
"DPS","Department of Permitting Services","DPS 75 Commercial Electrical and FPS Inspections","M","$124,464","$3,545.49","$3,841.51","24"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","M","$99,743","$0","$0","T2"
"POL","Department of Police","POL 47 FSB Traffic Division School Safety Section","F","$33,946.57","$0","$741.4","10"
"DOT","Department of Transportation","DOT 50 Highway Services","M","$87,523","$54,741.48","$8,224.75","16"
"ABS","Alcohol Beverage Services","ABS 85 Beer Delivery Operations","M","$67,893","$464.34","$6,492.89","10"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$76,582.63","$0","$3,240.49","16"
"DOT","Department of Transportation","DOT 50 Highway Services","M","$87,523","$21,349.03","$647.04","16"
"POL","Department of Police","POL 47 PSB 6th District Special Assignment Team","M","$133,078","$55,421.75","$14,188.96","A1"
"DOT","Department of Transportation","DOT 50 Highway Services","M","$80,227","$20,077.28","$5,834.89","15"
"FRS","Fire and Rescue Services","FRS 45 Emergency Communications Center (ECC)","M","$100,215","$64,414.21","$10,249.97","F3"
"POL","Department of Police","POL 47 PSB 4th District Patrol","M","$133,078","$9,261.44","$14,188.96","A1"
"FRS","Fire and Rescue Services","FRS 45 Station 20","M","$100,215","$0","$0","F3"
"FRS","Fire and Rescue Services","FRS 45 Community Risk Reduction","F","$169,555","$0","$0","M3"
"LIB","Department of Public Libraries","LIB 71 Brigadier General Charles E. McGee Library","M","$104,197","$0","$6,536.46","N20"
"DOT","Department of Transportation","DOT 50 Highway Services","M","$83,837","$6,490.92","$7,190.4","15"
"HHS","Department of Health and Human Services","HHS 60 Child Welfare Services","F","$95,458","$5,030.65","$9,129.02","18"
"DGS","Department of General Services","DGS 36 Facilities Maintenance","M","$103,435.18","$22,111.04","$0","22"
"DOT","Department of Transportation","DOT 50 Highway Services","M","$95,458","$14,463.44","$5,988.2","N18"
"FRS","Fire and Rescue Services","FRS 45 Station 14","M","$100,215","$134,195.88","$10,696.92","F3"
"TBS","Department of Technology and Enterprise Business Solutions","TBS 34 OPS Public Safety Programs","M","$217,359","$0","$0","M1"
"DOT","Department of Transportation","DOT 50 Transit Nicholson Ride On","F","$94,253","$17,395.38","$0","T1"
"POL","Department of Police","POL 47 MSB Management and Budget Division Fleet Management Section","M","$175,642","$80,121.82","$0","A2"
"HHS","Department of Health and Human Services","HHS 60 Public Health Services Division","F","$130,181","$0","$8,166.53","N25"
"COR","Correction and Rehabilitation","COR 42 DS MCCF Unit 1 Security","M","$116,789","$136,371.6","$12,057.91","C6"
"ABS","Alcohol Beverage Services","ABS 85 Special Order Liquor and Wine Warehouse Operations","M","$73,804","$10,821.65","$7,058.28","12"
"DOT","Department of Transportation","DOT 50 Transit Gaithersburg Ride On","F","$87,568","$7,175.11","$0","T1"
"DEP","Department of Environmental Protection","DEP 80 Recycling and Refuse Services","M","$108,899","$6,495.38","$3,782.83","21"
"HHS","Department of Health and Human Services","HHS 60 Office of Eligibility and Support Services","F","$124,464","$0","$7,807.8","N24"
"COR","Correction and Rehabilitation","COR 42 DS Food Services","M","$95,458","$15,693.38","$5,988.2","18"
"POL","Department of Police","POL 47 FSB Traffic Division Central Traffic Enforcement","M","$111,327","$356.06","$5,107.05","P4"
"TBS","Department of Technology and Enterprise Business Solutions","TBS 34 ODT Web Solutions Team","F","$149,112","$0","$9,354.05","N28"
"FRS","Fire and Rescue Services","FRS 45 Fifth Battalion - Administration","M","$136,743","$24,478.89","$14,595.76","B2"
"POL","Department of Police","POL 47 MSB Personnel Division Polygraph Section","M","$133,078","$0","$14,188.96","A1"
"FRS","Fire and Rescue Services","FRS 45 Station 24","M","$110,232","$67,121.34","$7,708.4","F4"
"POL","Department of Police","POL 47 Patrol Services Bureau","M","$175,642","$1,266.66","$0","A2"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$169,555","$0","$0","M3"
"POL","Department of Police","POL 47 MSB Communications Division","M","$149,112","$0","$4,602.26","N28"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$76,582.63","$0","$0","16"
"POL","Department of Police","POL 47 FSB Traffic Division School Safety Section","F","$87,523","$0","$8,370.23","16"
"COR","Correction and Rehabilitation","COR 42 DS MCDC Custody and Security","M","$106,349","$67,075.81","$7,193.42","C5"
"DOT","Department of Transportation","DOT 50 Transportation Planning and Design Section","M","$124,464","$0","$622.32","N24"
"FRS","Fire and Rescue Services","FRS 45 Station 1","F","$136,743","$29,847.24","$9,652.75","B2"
"LIB","Department of Public Libraries","LIB 71 Olney Library","F","$99,710","$0","$3,197.57","N20"
"DGS","Department of General Services","DGS 36 Fleet Management Fleet Services","M","$99,719","$0","$9,536.59","19"
"POL","Department of Police","POL 47 MSB Information Management and Technology Division Data Systems Section","F","$87,523","$0","$5,490.56","16"
"CEC","Community Engagement Cluster","CEC 16 Silver Spring Urban District","M","$76,986","$8,233.02","$2,376.18","13"
"POL","Department of Police","POL 47 FSB Security Services Division","M","$119,032","$12,610.86","$3,673.91","N23"
"HHS","Department of Health and Human Services","HHS 60 Children Youth and Family Services Division","M","$111,277.18","$0","$0","N23"
"LIB","Department of Public Libraries","LIB 71 Kensington Park Library","F","$76,986","$0","$1,121.68","13"
"POL","Department of Police","POL 47 FSB Traffic Division School Safety Section","F","$33,946.57","$0","$1,014.05","10"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$73,284.75","$0","$1,425.51","16"
"FRS","Fire and Rescue Services","FRS 45 Station 18","M","$136,743","$24,371.1","$14,457.69","B2"
"COR","Correction and Rehabilitation","COR 42 PTS Supervision","M","$130,181","$0","$8,166.53","N25"
"HCA","Department of Housing and Community Affairs","HCA 76 Human Resources","F","$111,448.33","$0","$7,057.45","16"
"FRS","Fire and Rescue Services","FRS 45 Fifth Battalion - Administration","M","$121,266","$18,281.1","$4,167.22","B1"
"FRS","Fire and Rescue Services","FRS 45 Station 1","M","$110,232","$25,123.31","$3,651.14","F4"
"COR","Correction and Rehabilitation","COR 42 DS MCCF Facilities Maintenance","M","$101,769","$4,180.09","$4,993.65","C5"
"POL","Department of Police","POL 47 MSB Management and Budget Division Fleet Management Section","M","$169,702","$0","$0","A2"
"FRS","Fire and Rescue Services","FRS 45 Station 7","M","$100,215","$16,209.65","$7,007.94","F3"
"POL","Department of Police","POL 47 PSB 4th District Patrol","M","$115,223","$3,370.97","$3,955.13","P4"
"LIB","Department of Public Libraries","LIB 71 Rockville Library","F","$54,449.86","$0","$6,195.34","21"
"HHS","Department of Health and Human Services","HHS 60 Behavioral Health and Crisis Services Division","F","$136,188","$0","$0","N26"
"HHS","Department of Health and Human Services","HHS 60 Public Health Services Division","F","$108,899","$0","$3,361.18","21"
"HHS","Department of Health and Human Services","HHS 60 Behavioral Health and Crisis Services Division","F","$99,289.33","$4,475.17","$9,495.01","18"
"DEP","Department of Environmental Protection","DEP 80 Resource Conversion","F","$76,986","$21,039.14","$2,376.18","13"
"HHS","Department of Health and Human Services","HHS 60 Child Welfare Services","F","$76,986","$0","$2,868.71","13"
"COR","Correction and Rehabilitation","COR 42 DS MCCF Unit 2 Security","M","$106,349","$66,670.05","$3,534.93","C5"
"POL","Department of Police","POL 47 PSB 6th District Patrol","M","$115,223","$142,572.64","$0","P4"
"COR","Correction and Rehabilitation","COR 42 DS MCCF Unit 2 Security","M","$139,918","$0","$9,464.05","C2"
"FRS","Fire and Rescue Services","FRS 45 Station 10","M","$110,232","$21,710.68","$3,752.11","F4"
"POL","Department of Police","POL 47 CRB Community Engagement Division Community Engagement Section","M","$115,223","$2,292.88","$12,285.18","P4"
"POL","Department of Police","POL 47 HQ Police Chief","M","$258,000","$0","$0","EX1"
"POL","Department of Police","POL 47 FSB Traffic Division Automated Traffic Enforcement Section","M","$83,837","$0","$2,587.7","15"
"POL","Department of Police","POL 47 PSB 1st District Patrol","M","$115,223","$1,602.24","$5,881.61","P4"
"POL","Department of Police","POL 47 PSB 4th District Patrol","M","$133,078","$21,177.39","$9,295.69","A1"
"HHS","Department of Health and Human Services","HHS 60 School Health Services","F","$124,464","$0","$0","24"
"TBS","Department of Technology and Enterprise Business Solutions","TBS 34 OBP Voice Services","M","$136,188","$2,482.05","$4,203.38","26"
"DOT","Department of Transportation","DOT 50 Transit Nicholson Ride On","F","$90,927.54","$6,787.41","$0","T1"
"FRS","Fire and Rescue Services","FRS 45 Third Battalion - Administration","M","$121,266","$12,050.24","$8,560.22","B1"
"DPS","Department of Permitting Services","DPS 75 Land Development Right-of-Way Plan Review","M","$136,188","$0","$4,203.38","26"
"FRS","Fire and Rescue Services","FRS 45 Emergency Communications Center (ECC)","M","$136,743","$4,581.11","$0","B2"
"HHS","Department of Health and Human Services","HHS 60 Child Welfare Services","F","$95,458","$572.14","$1,730.08","18"
"OMB","Office of Management and Budget","OMB 31 Office of Management and Budget","M","$163,363","$0","$0","N30"
"DOT","Department of Transportation","DOT 50 Transit Special Transportation and Medicaid","M","$119,032","$0","$0","N23"
"DOT","Department of Transportation","DOT 50 Highway Services","M","$83,837","$9,739.68","$1,892.67","15"
"HHS","Department of Health and Human Services","HHS 60 Aging & Disability Services Division","F","$124,464","$0","$3,841.51","24"
"POL","Department of Police","POL 47 MSB Training and Education Division","M","$133,078","$21,592.01","$14,188.96","A1"
"DGS","Department of General Services","DGS 36 Fleet Automotive Heavy Equipment","M","$99,719","$21,000.15","$3,077.85","19"
"CCL","County Council","CCL 01 Council Members and Staff","F","$193,403.02","$0","$0","LB3"
"POL","Department of Police","POL 47 FSB Traffic Division School Safety Section","F","$33,946.57","$0","$1,725.37","10"
"HHS","Department of Health and Human Services","HHS 60 Office of Eligibility and Support Services","F","$145,954.31","$0","$4,288.07","M3"
"POL","Department of Police","POL 47 PSB 3rd District Station","M","$170,088.36","$9,937.9","$0","A2"
"POL","Department of Police","POL 47 FSB Security Services Division","M","$83,837","$6,202.69","$5,259.22","15"
"POL","Department of Police","POL 47 MSB Information Management and Technology Division","F","$83,837","$261","$2,587.7","15"
"FRS","Fire and Rescue Services","FRS 45 Station 30","M","$100,215","$26,702.11","$3,443.82","F3"
"DOT","Department of Transportation","DOT 50 Transit Gaithersburg Ride On","M","$94,253","$6,857.29","$0","T1"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","M","$94,253","$25,870.67","$0","T1"
"POL","Department of Police","POL 47 PSB 5th District Community Operations","F","$133,078","$21,040.26","$9,295.69","A1"
"HHS","Department of Health and Human Services","HHS 60 Services to End and Prevent Homelessness Division","F","$136,188","$27,843.74","$8,543.3","N26"
"POL","Department of Police","POL 47 FSB Traffic Division Alcohol Initiatives Section","M","$120,984","$34,174.01","$12,899.5","P5"
"LIB","Department of Public Libraries","LIB 71 Gaithersburg Library","F","$55,313.22","$0","$1,910.92","21"
"FRS","Fire and Rescue Services","FRS 45 Station 35","M","$100,215","$58,221.34","$3,266.46","F3"
"DGS","Department of General Services","DGS 36 Fleet Automotive Heavy Equipment","M","$99,719","$2,420.16","$737.18","19"
"COR","Correction and Rehabilitation","COR 42 PTS Diversion Services","M","$169,555","$0","$0","M3"
"POL","Department of Police","POL 47 FSB Traffic Division School Safety Section","F","$33,946.57","$48.5","$1,541.9","10"
"DOT","Department of Transportation","DOT 50 Transit Nicholson Ride On","M","$90,927.54","$4,762.01","$0","T1"
"COR","Correction and Rehabilitation","COR 42 DS MCCF Case Managers Unit 3","F","$113,837","$87.52","$7,141.27","22"
"POL","Department of Police","POL 47 PSB 5th District Patrol","M","$115,223","$3,074.91","$12,285.18","P4"
"COR","Correction and Rehabilitation","COR 42 DS MCDC Inmate Property","M","$106,349","$112,478.56","$3,534.93","C5"
"LIB","Department of Public Libraries","LIB 71 Quince Orchard Library","F","$52,105.13","$0","$3,579.94","21"
"HHS","Department of Health and Human Services","HHS 60 Aging & Disability Services Division","M","$124,464","$0","$7,807.8","24"
"LIB","Department of Public Libraries","LIB 71 Collection Management","F","$124,464","$0","$466.74","24"
"POL","Department of Police","POL 47 CRB Community Engagement Division","M","$202,747","$0","$0","A3"
"HHS","Department of Health and Human Services","HHS 60 Behavioral Health and Crisis Services Division","F","$119,104","$0","$5,816.68","24"
"FRS","Fire and Rescue Services","FRS 45 Fifth Battalion - Administration","M","$121,266","$62,746.53","$1,442.04","B1"
"DOT","Department of Transportation","DOT 50 Transit Safety and Instruction","M","$169,555","$0","$0","M3"
"CAT","County Attorney's Office","CAT 30 Labor Relations and Public Safety","F","$168,793.11","$0","$0","N32"
"SHF","Sheriff's Office","SHF 48 Warrant Section","M","$123,648","$14,860.69","$4,109.99","D1"
"POL","Department of Police","POL 47 PSB 1st District Patrol","M","$115,223","$9,023.56","$12,285.18","P4"
"DOT","Department of Transportation","DOT 50 Transit Silver Spring Ride On","M","$90,927.54","$5,613.04","$0","T1"
"DGS","Department of General Services","DGS 36 Fleet Management Services","M","$87,523","$11,927.06","$2,701.48","16"
"FRS","Fire and Rescue Services","FRS 45 Station 13","M","$110,232","$84,138.17","$11,877.43","F4"
"POL","Department of Police","POL 47 MSB Information Mgmt and Tech Division Warrant Control Section","F","$87,523","$2,165.98","$8,370.23","16"
"DGS","Department of General Services","DGS 36 Fleet Management Services","M","$87,523","$436.55","$2,196.19","16"
